Record Id,Account Owner.id,Account Owner,Rating,entity_name,Phone,Account Site,Parent Account.id,Parent Account,Website,Ticker Symbol,Industry,Created By.id,Created By,Modified By.id,Modified By,Created Time,Modified Time,address,Shipping Street,Billing City,Shipping City,Billing State,Shipping State,postal_code,Shipping Code,Billing Country,Shipping Country,Description,Last Activity Time,Tag,Source,Product Prospect USP,Brands 1 To G,Brands R To Z,Brands H To Q,All Brands,Company Name,Other Brands,GST Number,Company Registered Number,Bank Account Number,Bank Name,SWIFT Code,Last Closed Won Date,Last Closed Lost Date,No. of Closed Won Deals,Change Log Time,Locked,Last Enriched Time,Enrich Status,Country,Category,Business type,Other Category (Pls Specify),Connected To.module,Connected To.id
zcrm_3877682000000524043,zcrm_3877682000000241001,Faith Chua,,Synergy Exhibits,,,,,,,Others,zcrm_3877682000000200011,Conan Ng,zcrm_3877682000000200011,Conan Ng,5/3/2019 16:03,2/5/2020 14:10,50 Tagore Lane Entrepreneur Centre #03-10,,Singapore,,Singapore,,787494,,Singapore,,,2/5/2020 14:10,,,,,,,,Synergy Exhibits Pte Ltd,,,,,,,,,,,FALSE,,,,,,,,
zcrm_3877682000000524069,zcrm_3877682000000241001,Faith Chua,,JJ & Sons,,,,,,,Baby Industry,zcrm_3877682000000200011,Conan Ng,zcrm_3877682000000200011,Conan Ng,5/3/2019 16:12,2/5/2020 14:10,,,,,,,,,,,,11/25/2022 16:25,,,,,,,,JJ & Sons Pte Ltd,,,,,,,,,,,FALSE,,,,,,,,
zcrm_3877682000000524083,zcrm_3877682000000214008,Deepak Deepak,,Adred Creation Holdings,6563417905,,,,,,Baby Industry,zcrm_3877682000000200011,Conan Ng,zcrm_3877682000000200011,Conan Ng,5/3/2019 16:16,2/10/2020 19:29,12 Lorong Bakar Batu,,Singapore,,Singapore,,348745,,Singapore,,,2/10/2020 19:29,,,,,,,,Adred Creation Holdings Pte Ltd,,,,,,,,,,,FALSE,,,,,,,,
zcrm_3877682000000533075,zcrm_3877682000000200011,Conan Ng,,Conan Inc Testing Account,,,,,www.conan.inc,,Others,zcrm_3877682000000200011,Conan Ng,zcrm_3877682000000200011,Conan Ng,5/6/2019 15:22,5/6/2020 15:36,1 Sims Close,,Singapore,,Singapore,,123123,,Singapore,,,6/3/2020 10:10,,,,,,,,Conan Inc Testing Pte Ltd,,,S201015874Z,,,,12/19/2019,12/4/2019,,,FALSE,,,,,,,,
zcrm_3877682000000575037,zcrm_3877682000000229022,Caroline Thian,,Motorway SsangYong Pte Ltd,,,,,,,,zcrm_3877682000000229022,Caroline Thian,zcrm_3877682000000200011,Conan Ng,5/13/2019 11:39,2/5/2020 14:10,,,,,,,,,,,,2/5/2020 14:10,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,
zcrm_3877682000000575065,zcrm_3877682000000229022,Caroline Thian,,Dibea Singapore,,,,,,,,zcrm_3877682000000229022,Caroline Thian,zcrm_3877682000000200011,Conan Ng,5/13/2019 11:56,2/5/2020 14:10,,,,,,,,,,,,11/25/2022 15:52,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,
zcrm_3877682000000575079,zcrm_3877682000000229022,Caroline Thian,,Unicurd (Vitasoy),,,,,,,,zcrm_3877682000000229022,Caroline Thian,zcrm_3877682000000200011,Conan Ng,5/13/2019 11:58,2/5/2020 14:10,,,,,,,,,,,,2/5/2020 14:10,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,
zcrm_3877682000000575108,zcrm_3877682000000229022,Caroline Thian,,Kaiser Foods Singapore Pte Ltd,6568414747,,,,,,,zcrm_3877682000000229022,Caroline Thian,zcrm_3877682000000200011,Conan Ng,5/13/2019 12:07,2/6/2020 11:55,"103 Kallang Avenue #07-02/03, Ais Industrial Building",,Singapore,,,,339504,,Singapore,,,11/25/2022 16:51,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,
zcrm_3877682000000575133,zcrm_3877682000000229022,Caroline Thian,,Petit Bateau,,,,,,,,zcrm_3877682000000229022,Caroline Thian,zcrm_3877682000000200011,Conan Ng,5/13/2019 12:15,2/5/2020 14:10,,,,,,,,,,,,2/5/2020 14:10,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,
zcrm_3877682000000577001,zcrm_3877682000000229022,Caroline Thian,,Hamleys,,,,,,,,zcrm_3877682000000229022,Caroline Thian,zcrm_3877682000000200011,Conan Ng,5/13/2019 13:50,2/5/2020 14:10,,,,,,,,,,,,8/12/2025 12:02,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,
zcrm_3877682000000577023,zcrm_3877682000000229022,Caroline Thian,,Paediatric Optometry Centre (IGARD) Singapore,,,,,,,,zcrm_3877682000000229022,Caroline Thian,zcrm_3877682000000200011,Conan Ng,5/13/2019 13:54,2/5/2020 14:10,,,,,,,,,,,,2/5/2020 14:10,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,
zcrm_3877682000000577037,zcrm_3877682000000229022,Caroline Thian,,Kin Teck Tong,,,,,www.kintecktong.com.sg,,,zcrm_3877682000000229022,Caroline Thian,zcrm_3877682000000325001,Liling Koa,5/13/2019 14:42,6/7/2023 16:43,"Herbal Tea, Herbal Packs, Pre and Post natal TCM services, Paediatric TCM services",,,,,,,,,,,6/7/2023 16:43,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,
zcrm_3877682000000577074,zcrm_3877682000000229022,Caroline Thian,,Holiday Inn Singapore Atrium,,,,,,,,zcrm_3877682000000229022,Caroline Thian,zcrm_3877682000000200011,Conan Ng,5/13/2019 14:49,2/5/2020 14:10,,,,,,,,,,,,2/5/2020 14:10,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,
zcrm_3877682000000577088,zcrm_3877682000000229022,Caroline Thian,,Seriously About Maths,,,,,,,,zcrm_3877682000000229022,Caroline Thian,zcrm_3877682000000200011,Conan Ng,5/13/2019 14:51,2/5/2020 14:10,,,,,,,,,,,,8/12/2025 12:01,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,
zcrm_3877682000000577102,zcrm_3877682000000229022,Caroline Thian,,Kiztopia,,,,,,,,zcrm_3877682000000229022,Caroline Thian,zcrm_3877682000000200011,Conan Ng,5/13/2019 14:53,2/5/2020 14:10,,,,,,,,,,,,2/5/2020 14:10,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,
zcrm_3877682000000577116,zcrm_3877682000000229022,Caroline Thian,,Kidspeak,,,,,,,,zcrm_3877682000000229022,Caroline Thian,zcrm_3877682000000200011,Conan Ng,5/13/2019 14:55,2/5/2020 14:10,,,,,,,,,,,,2/5/2020 14:10,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,
zcrm_3877682000000621021,zcrm_3877682000000324001,Renee Tan,,Doctor World,6590931875,,,,,,Others,zcrm_3877682000000324001,Renee Tan,zcrm_3877682000000200011,Conan Ng,5/17/2019 15:25,2/5/2020 14:10,"No.1 Scotts Road, #18-11 Shaw Centre",,Singapore,,,,228208,,Singapore,,,2/5/2020 14:10,,,,,,,,Doctor World Pte Ltd,,,,,,,,,,,FALSE,,,,,,,,
zcrm_3877682000000622024,zcrm_3877682000000323001,Lu Yi Lim,Active,Disinfectant Solution (CJ),6590270310,,,,,,Baby Industry,zcrm_3877682000000323001,Lu Yi Lim,zcrm_3877682000000200011,Conan Ng,5/17/2019 15:23,2/5/2020 14:10,,,,,,,,,,,,2/5/2020 14:10,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,
zcrm_3877682000000669049,zcrm_3877682000000325001,Liling Koa,,123 Photogaphy,,,,,,,Baby Industry,zcrm_3877682000000200011,Conan Ng,zcrm_3877682000000200011,Conan Ng,5/22/2019 17:50,3/24/2020 11:57,,,,,,,,,,,,3/24/2020 11:57,,Google,,,,,,123 Photogaphy,,,,,,,,,,,FALSE,,,,,,,,
zcrm_3877682000000669050,zcrm_3877682000000325001,Liling Koa,,12threeblindmice,,,,,,,Baby Industry,zcrm_3877682000000200011,Conan Ng,zcrm_3877682000000200011,Conan Ng,5/22/2019 17:50,3/24/2020 11:57,,,,,,,,,,,,3/24/2020 11:57,,Instagram,,,,,,12threeblindmice,,,,,,,,,,,FALSE,,,,,,,,
zcrm_3877682000000669052,zcrm_3877682000000324001,Renee Tan,,8 Blessing,,,,,,,Baby Industry,zcrm_3877682000000200011,Conan Ng,zcrm_3877682000000200011,Conan Ng,5/22/2019 17:50,3/24/2020 11:57,,,,,,,,,,,,3/24/2020 11:57,,Instagram,JellyCakes,,,,,8 Blessing,,,,,,,,,,,FALSE,,,,,,,,
zcrm_3877682000000669053,zcrm_3877682000000325001,Liling Koa,,A For Apothecary Organics,,,,,,,Baby Industry,zcrm_3877682000000200011,Conan Ng,zcrm_3877682000000200011,Conan Ng,5/22/2019 17:50,3/24/2020 11:57,,,,,,,,,,,,4/28/2020 16:08,,Instagram,,,,,,A For Apothecary Organics,,,,,,,,,,,FALSE,,,,,,,,
zcrm_3877682000000669054,zcrm_3877682000000325001,Liling Koa,,A Globe,6581139872,,,,,,Baby Industry,zcrm_3877682000000200011,Conan Ng,zcrm_3877682000000200011,Conan Ng,5/22/2019 17:50,3/24/2020 11:57,,,,,,,,,,,,3/24/2020 11:57,,faith,,,,,,A Globe,,,,,,,,,,,FALSE,,,,,,,,
zcrm_3877682000000669055,zcrm_3877682000000325001,Liling Koa,,ABC Photography,,,,,,,Baby Industry,zcrm_3877682000000200011,Conan Ng,zcrm_3877682000000200011,Conan Ng,5/22/2019 17:50,3/24/2020 11:57,,,,,,,,,,,,3/24/2020 11:57,,Google,,,,,,ABC Photography,,,,,,,,,,,FALSE,,,,,,,,
zcrm_3877682000000669057,zcrm_3877682000000325001,Liling Koa,,Agape Babies,,,,,,,Baby Industry,zcrm_3877682000000200011,Conan Ng,zcrm_3877682000000200011,Conan Ng,5/22/2019 17:50,3/24/2020 11:57,,,,,,,,,,,,3/24/2020 11:57,,Google,,,,,,Agape Babies,,,,,,,,,,,FALSE,,,,,,,,
zcrm_3877682000000669058,zcrm_3877682000000324001,Renee Tan,,Age D Or Healthcare,,,,,,,Baby Industry,zcrm_3877682000000200011,Conan Ng,zcrm_3877682000000200011,Conan Ng,5/22/2019 17:50,3/24/2020 11:57,,,,,,,,,,,,3/24/2020 11:57,,SM,Probiotics,,,,,Age D Or Healthcare,,,,,,,,,,,FALSE,,,,,,,,
zcrm_3877682000000669059,zcrm_3877682000000325001,Liling Koa,,All The Pretty Little Things,8468-7091,,,,,,Baby Industry,zcrm_3877682000000200011,Conan Ng,zcrm_3877682000000200011,Conan Ng,5/22/2019 17:50,3/24/2020 11:57,,,,,,,,,,,,3/24/2020 11:57,,MM Website,,,,,,All The Pretty Little Things,,,,,,,,,,,FALSE,,,,,,,,
zcrm_3877682000000669060,zcrm_3877682000000325001,Liling Koa,,Amazing Tots,,,,,,,Baby Industry,zcrm_3877682000000200011,Conan Ng,zcrm_3877682000000200011,Conan Ng,5/22/2019 17:50,3/24/2020 11:57,,,,,,,,,,,,3/24/2020 11:57,,Instagram,,,,,,Amazing Tots,,,,,,,,,,,FALSE,,,,,,,,
zcrm_3877682000000669061,zcrm_3877682000000324001,Renee Tan,,AmyNanny,,,,,,,Baby Industry,zcrm_3877682000000200011,Conan Ng,zcrm_3877682000000200011,Conan Ng,5/22/2019 17:50,3/24/2020 11:57,,,,,,,,,,,,3/24/2020 11:57,,Google,Nanny Service,,,,,AmyNanny,,,,,,,,,,,FALSE,,,,,,,,
zcrm_3877682000000669062,zcrm_3877682000000325001,Liling Koa,,An Digital Lock,,,,,,,Baby Industry,zcrm_3877682000000200011,Conan Ng,zcrm_3877682000000200011,Conan Ng,5/22/2019 17:50,3/24/2020 11:57,,,,,,,,,,,,3/24/2020 11:57,,Google,,,,,,An Digital Lock,,,,,,,,,,,FALSE,,,,,,,,
zcrm_3877682000000669063,zcrm_3877682000000325001,Liling Koa,,Annee Matthew,,,,,,,Baby Industry,zcrm_3877682000000200011,Conan Ng,zcrm_3877682000000200011,Conan Ng,5/22/2019 17:50,3/24/2020 11:57,,,,,,,,,,,,6/12/2024 12:36,,Instagram,,,,,,Annee Matthew,,,,,,,,,,,FALSE,,,,,,,,
zcrm_3877682000000669064,zcrm_3877682000000325001,Liling Koa,,Annie Alex,,,,,,,Baby Industry,zcrm_3877682000000200011,Conan Ng,zcrm_3877682000000200011,Conan Ng,5/22/2019 17:50,3/24/2020 11:57,,,,,,,,,,,,3/24/2020 11:57,,Instagram,,,,,,Annie Alex,,,,,,,,,,,FALSE,,,,,,,,
zcrm_3877682000000669065,zcrm_3877682000000324001,Renee Tan,,Aroma Baby Malaysia,,,,,,,Baby Industry,zcrm_3877682000000200011,Conan Ng,zcrm_3877682000000200011,Conan Ng,5/22/2019 17:50,3/24/2020 11:57,,,,,,,,,,,,3/24/2020 11:57,,,Baby Balms,,,,,Aroma Baby Malaysia,,,,,,,,,,,FALSE,,,,,,,,
zcrm_3877682000000669066,zcrm_3877682000000325001,Liling Koa,,ASM O Spa Singapore,,,,,,,Baby Industry,zcrm_3877682000000200011,Conan Ng,zcrm_3877682000000200011,Conan Ng,5/22/2019 17:50,3/24/2020 11:57,,,,,,,,,,,,3/24/2020 11:57,,Faith,,,,,,ASM O Spa Singapore,,,,,,,,,,,FALSE,,,,,,,,
zcrm_3877682000000669067,zcrm_3877682000000325001,Liling Koa,,AXA,,,,,,,Baby Industry,zcrm_3877682000000200011,Conan Ng,zcrm_3877682000000200011,Conan Ng,5/22/2019 17:50,3/24/2020 11:57,,,,,,,,,,,,3/24/2020 11:57,,Faith,,,,,,AXA,,,,,,,,,,,FALSE,,,,,,,,
zcrm_3877682000000669068,zcrm_3877682000000325001,Liling Koa,,Axklusiv International,,,,,,,Baby Industry,zcrm_3877682000000200011,Conan Ng,zcrm_3877682000000951001,William Chin,5/22/2019 17:50,5/31/2020 23:45,,,,,,,,,,,,6/23/2020 15:03,,Google,"Babyganics, Boogiewipes, Earth Friendly Baby",,,,,Axklusiv International,,,,,,,,,,,FALSE,,,,,,,,
zcrm_3877682000000669069,zcrm_3877682000000325001,Liling Koa,,B Tweens,,,,,,,Baby Industry,zcrm_3877682000000200011,Conan Ng,zcrm_3877682000000200011,Conan Ng,5/22/2019 17:50,3/24/2020 11:57,,,,,,,,,,,,3/24/2020 11:57,,Instagram,,,,,,B Tweens,,,,,,,,,,,FALSE,,,,,,,,
zcrm_3877682000000669070,zcrm_3877682000000324001,Renee Tan,,Baby Beads,,,,,,,Baby Industry,zcrm_3877682000000200011,Conan Ng,zcrm_3877682000000200011,Conan Ng,5/22/2019 17:50,3/24/2020 11:57,,,,,,,,,,,,3/24/2020 11:57,,,,,,,,Baby Beads,,,,,,,,,,,FALSE,,,,,,,,
zcrm_3877682000000669071,zcrm_3877682000000325001,Liling Koa,,Baby Bjorn,,,,,,,Baby Industry,zcrm_3877682000000200011,Conan Ng,zcrm_3877682000000200011,Conan Ng,5/22/2019 17:50,3/24/2020 11:57,,,,,,,,,,,,3/24/2020 11:57,,Faith,,,,,,Baby Bjorn,,,,,,,,,,,FALSE,,,,,,,,
zcrm_3877682000000669072,zcrm_3877682000000325001,Liling Koa,,Baby Brands,,,,,,,Baby Industry,zcrm_3877682000000200011,Conan Ng,zcrm_3877682000000200011,Conan Ng,5/22/2019 17:50,3/24/2020 11:57,,,,,,,,,,,,3/24/2020 11:57,,Google,,,,,,Baby Brands,,,,,,,,,,,FALSE,,,,,,,,
zcrm_3877682000000669073,zcrm_3877682000000325001,Liling Koa,,Baby Carrer Singapore,,,,,,,Baby Industry,zcrm_3877682000000200011,Conan Ng,zcrm_3877682000000200011,Conan Ng,5/22/2019 17:50,3/24/2020 11:57,,,,,,,,,,,,3/24/2020 11:57,,Google,,,,,,Baby Carrer Singapore,,,,,,,,,,,FALSE,,,,,,,,
zcrm_3877682000000669074,zcrm_3877682000000325001,Liling Koa,,Baby Dream Garden,,,,,,,Baby Industry,zcrm_3877682000000200011,Conan Ng,zcrm_3877682000000200011,Conan Ng,5/22/2019 17:50,3/24/2020 11:57,,,,,,,,,,,,3/24/2020 11:57,,Supermom,,,,,,Baby Dream Garden,,,,,,,,,,,FALSE,,,,,,,,
zcrm_3877682000000669075,zcrm_3877682000000325001,Liling Koa,,Baby First Gift,,,,,,,Baby Industry,zcrm_3877682000000200011,Conan Ng,zcrm_3877682000000200011,Conan Ng,5/22/2019 17:50,3/24/2020 11:57,,,,,,,,,,,,3/24/2020 11:57,,Instagram,,,,,,Baby First Gift,,,,,,,,,,,FALSE,,,,,,,,
zcrm_3877682000000669076,zcrm_3877682000000324001,Renee Tan,,Baby Garage Sg,,,,,,,Baby Industry,zcrm_3877682000000200011,Conan Ng,zcrm_3877682000000200011,Conan Ng,5/22/2019 17:50,3/24/2020 11:57,,,,,,,,,,,,3/24/2020 11:57,,Instagram,Halal Powdered Seasoning,,,,,Baby Garage Sg,,,,,,,,,,,FALSE,,,,,,,,
zcrm_3877682000000669077,zcrm_3877682000000214008,Deepak Deepak,,Baby Hype Store,,,,,,,Baby Industry,zcrm_3877682000000200011,Conan Ng,zcrm_3877682000000951001,William Chin,5/22/2019 17:50,1/10/2021 9:54,,,,,,,,,,,,1/10/2021 9:54,,Faith,Baby Products,,,,,Baby Hype Store,,,,,,,,,,,FALSE,,,,,,,,
zcrm_3877682000000669078,zcrm_3877682000000324001,Renee Tan,,Baby M,,,,,,,Baby Industry,zcrm_3877682000000200011,Conan Ng,zcrm_3877682000000200011,Conan Ng,5/22/2019 17:50,3/24/2020 11:57,,,,,,,,,,,,3/24/2020 11:57,,,Clothings,,,,,Baby M,,,,,,,,,,,FALSE,,,,,,,,
zcrm_3877682000000669079,zcrm_3877682000000325001,Liling Koa,,Baby Nature Co,,,,,,,Baby Industry,zcrm_3877682000000200011,Conan Ng,zcrm_3877682000000200011,Conan Ng,5/22/2019 17:50,3/24/2020 11:57,,,,,,,,,,,,3/24/2020 11:57,,Supermom,,,,,,Baby Nature Co,,,,,,,,,,,FALSE,,,,,,,,
zcrm_3877682000000669080,zcrm_3877682000000325001,Liling Koa,,Baby Solitaire and Co,,,,,,,Baby Industry,zcrm_3877682000000200011,Conan Ng,zcrm_3877682000000200011,Conan Ng,5/22/2019 17:50,3/24/2020 11:57,,,,,,,,,,,,3/24/2020 11:57,,Google,,,,,,Baby Solitaire and Co,,,,,,,,,,,FALSE,,,,,,,,
zcrm_3877682000000669081,zcrm_3877682000000325001,Liling Koa,,Baby Towkay,,,,,,,Baby Industry,zcrm_3877682000000200011,Conan Ng,zcrm_3877682000000200011,Conan Ng,5/22/2019 17:50,3/24/2020 11:57,,,,,,,,,,,,3/24/2020 11:57,,Instagram,,,,,,Baby Towkay,,,,,,,,,,,FALSE,,,,,,,,
zcrm_3877682000000669082,zcrm_3877682000000325001,Liling Koa,,Babypad,,,,,,,Baby Industry,zcrm_3877682000000200011,Conan Ng,zcrm_3877682000000200011,Conan Ng,5/22/2019 17:50,3/24/2020 11:57,,,,,,,,,,,,3/24/2020 11:57,,Instagram,,,,,,Babypad,,,,,,,,,,,FALSE,,,,,,,,
zcrm_3877682000000669083,zcrm_3877682000000324001,Renee Tan,,Bakelicious,,,,,,,Baby Industry,zcrm_3877682000000200011,Conan Ng,zcrm_3877682000000200011,Conan Ng,5/22/2019 17:50,3/24/2020 11:57,,,,,,,,,,,,3/24/2020 11:57,,Instagram,JellyCakes,,,,,Bakelicious,,,,,,,,,,,FALSE,,,,,,,,
zcrm_3877682000000669084,zcrm_3877682000000325001,Liling Koa,,Balloon Blasters,,,,,,,Baby Industry,zcrm_3877682000000200011,Conan Ng,zcrm_3877682000000200011,Conan Ng,5/22/2019 17:50,3/24/2020 11:57,,,,,,,,,,,,3/24/2020 11:57,,Instagram,,,,,,Balloon Blasters,,,,,,,,,,,FALSE,,,,,,,,
zcrm_3877682000000669085,zcrm_3877682000000325001,Liling Koa,,Bambino Kids Singapore,,,,,,,Baby Industry,zcrm_3877682000000200011,Conan Ng,zcrm_3877682000000200011,Conan Ng,5/22/2019 17:50,3/24/2020 11:57,,,,,,,,,,,,3/24/2020 11:57,,Google,,,,,,Bambino Kids Singapore,,,,,,,,,,,FALSE,,,,,,,,
zcrm_3877682000000669086,zcrm_3877682000000325001,Liling Koa,,Bamboo Shoots Photography,,,,,,,Baby Industry,zcrm_3877682000000200011,Conan Ng,zcrm_3877682000000200011,Conan Ng,5/22/2019 17:50,3/24/2020 11:57,,,,,,,,,,,,3/24/2020 11:57,,Google,,,,,,Bamboo Shoots Photography,,,,,,,,,,,FALSE,,,,,,,,
zcrm_3877682000000669087,zcrm_3877682000000325001,Liling Koa,,Bananaboat,,,,,,,Baby Industry,zcrm_3877682000000200011,Conan Ng,zcrm_3877682000000200011,Conan Ng,5/22/2019 17:50,3/24/2020 11:57,,,,,,,,,,,,3/24/2020 11:57,,Supermom,,,,,,Bananaboat,,,,,,,,,,,FALSE,,,,,,,,
zcrm_3877682000000669088,zcrm_3877682000000325001,Liling Koa,,Bare Foot Toys,,,,,,,Baby Industry,zcrm_3877682000000200011,Conan Ng,zcrm_3877682000000200011,Conan Ng,5/22/2019 17:50,3/24/2020 11:57,,,,,,,,,,,,3/24/2020 11:57,,Instagram,,,,,,Bare Foot Toys,,,,,,,,,,,FALSE,,,,,,,,
zcrm_3877682000000669089,zcrm_3877682000000325001,Liling Koa,,BC Mama Brownies Sg,,,,,,,Baby Industry,zcrm_3877682000000200011,Conan Ng,zcrm_3877682000000200011,Conan Ng,5/22/2019 17:50,3/24/2020 11:57,,,,,,,,,,,,3/24/2020 11:57,,Instagram,,,,,,BC Mama Brownies Sg,,,,,,,,,,,FALSE,,,,,,,,
zcrm_3877682000000669090,zcrm_3877682000000325001,Liling Koa,,Bean Bag Boom,,,,,,,Baby Industry,zcrm_3877682000000200011,Conan Ng,zcrm_3877682000000200011,Conan Ng,5/22/2019 17:50,3/24/2020 11:57,,,,,,,,,,,,3/24/2020 11:57,,Instagram,,,,,,Bean Bag Boom,,,,,,,,,,,FALSE,,,,,,,,
zcrm_3877682000000669091,zcrm_3877682000000325001,Liling Koa,,Beautyful Mess,,,,,,,Baby Industry,zcrm_3877682000000200011,Conan Ng,zcrm_3877682000000200011,Conan Ng,5/22/2019 17:50,3/24/2020 14:26,,,,,,,,,,,,3/24/2020 14:27,,Instagram,,,,,,Beautyful Mess,,,,,,,,,,,FALSE,,,,,,,,
zcrm_3877682000000669092,zcrm_3877682000000325001,Liling Koa,,Bebabo,,,,,,,Baby Industry,zcrm_3877682000000200011,Conan Ng,zcrm_3877682000000200011,Conan Ng,5/22/2019 17:50,3/24/2020 14:26,,,,,,,,,,,,3/24/2020 14:27,,Faith,,,,,,Bebabo,,,,,,,,,,,FALSE,,,,,,,,
zcrm_3877682000000669093,zcrm_3877682000000325001,Liling Koa,,Bebble,,,,,,,Baby Industry,zcrm_3877682000000200011,Conan Ng,zcrm_3877682000000200011,Conan Ng,5/22/2019 17:50,3/24/2020 14:26,,,,,,,,,,,,3/24/2020 14:26,,Supermom,,,,,,Bebble,,,,,,,,,,,FALSE,,,,,,,,
zcrm_3877682000000669094,zcrm_3877682000000325001,Liling Koa,,Bebe Artiste,,,,,,,Baby Industry,zcrm_3877682000000200011,Conan Ng,zcrm_3877682000000200011,Conan Ng,5/22/2019 17:50,3/24/2020 14:26,,,,,,,,,,,,3/24/2020 14:27,,Supermom,,,,,,Bebe Artiste,,,,,,,,,,,FALSE,,,,,,,,
zcrm_3877682000000669095,zcrm_3877682000000324001,Renee Tan,,Bebe Buno,,,,,,,Baby Industry,zcrm_3877682000000200011,Conan Ng,zcrm_3877682000000200011,Conan Ng,5/22/2019 17:50,3/24/2020 14:26,,,,,,,,,,,,3/24/2020 14:27,,,Baby Clothes,,,,,Bebe Buno,,,,,,,,,,,FALSE,,,,,,,,
zcrm_3877682000000669096,zcrm_3877682000000214008,Deepak Deepak,,Being Kids,,,,,,,Baby Industry,zcrm_3877682000000200011,Conan Ng,zcrm_3877682000000200011,Conan Ng,5/22/2019 17:50,3/24/2020 14:26,,,,,,,,,,,,3/24/2020 14:27,,Instagram,,,,,,Being Kids,,,,,,,,,,,FALSE,,,,,,,,
zcrm_3877682000000669097,zcrm_3877682000000324001,Renee Tan,,Bentley SG,,,,,,,Baby Industry,zcrm_3877682000000200011,Conan Ng,zcrm_3877682000000951001,William Chin,5/22/2019 17:50,10/8/2021 0:36,,,,,,,,,,,,10/8/2021 0:36,,Instagram,Trikes,,,,,Bentley SG,,,,,,,,,,,FALSE,,,,,,,,
zcrm_3877682000000669098,zcrm_3877682000000325001,Liling Koa,,Berrilicious Creations,,,,,,,Baby Industry,zcrm_3877682000000200011,Conan Ng,zcrm_3877682000000200011,Conan Ng,5/22/2019 17:50,3/24/2020 14:26,,,,,,,,,,,,3/24/2020 14:26,,Instagram,,,,,,Berrilicious Creations,,,,,,,,,,,FALSE,,,,,,,,
zcrm_3877682000000669100,zcrm_3877682000000325001,Liling Koa,,Betadine Singapore,,,,,,,Baby Industry,zcrm_3877682000000200011,Conan Ng,zcrm_3877682000000200011,Conan Ng,5/22/2019 17:50,3/24/2020 14:26,,,,,,,,,,,,3/24/2020 14:27,,Instagram,,,,,,Betadine Singapore,,,,,,,,,,,FALSE,,,,,,,,
zcrm_3877682000000669101,zcrm_3877682000000325001,Liling Koa,,Bidds Singapore,,,,,,,Baby Industry,zcrm_3877682000000200011,Conan Ng,zcrm_3877682000000200011,Conan Ng,5/22/2019 17:50,3/24/2020 14:26,,,,,,,,,,,,3/24/2020 14:27,,Instagram,,,,,,Bidds Singapore,,,,,,,,,,,FALSE,,,,,,,,
zcrm_3877682000000669102,zcrm_3877682000000324001,Renee Tan,,Big Foot Event,,,,,,,Baby Industry,zcrm_3877682000000200011,Conan Ng,zcrm_3877682000000200011,Conan Ng,5/22/2019 17:50,3/24/2020 14:26,,,,,,,,,,,,3/24/2020 14:27,,,Enquiry,,,,,Big Foot Event,,,,,,,,,,,FALSE,,,,,,,,
zcrm_3877682000000669103,zcrm_3877682000000325001,Liling Koa,,Bigbigmummy,,,,,,,Baby Industry,zcrm_3877682000000200011,Conan Ng,zcrm_3877682000000200011,Conan Ng,5/22/2019 17:50,3/24/2020 14:26,,,,,,,,,,,,3/24/2020 14:27,,Instagram,,,,,,Bigbigmummy,,,,,,,,,,,FALSE,,,,,,,,
zcrm_3877682000000669104,zcrm_3877682000000324001,Renee Tan,,Biovectrol,,,,,,,Baby Industry,zcrm_3877682000000200011,Conan Ng,zcrm_3877682000000200011,Conan Ng,5/22/2019 17:50,3/24/2020 14:26,,,,,,,,,,,,3/24/2020 14:27,,Faith,Disinfections,,,,,Biovectrol,,,,,,,,,,,FALSE,,,,,,,,
zcrm_3877682000000669105,zcrm_3877682000000325001,Liling Koa,,Bloom and Grow Singapore Pte Ltd,6563925675,,,,,,Baby Industry,zcrm_3877682000000200011,Conan Ng,zcrm_3877682000000951001,William Chin,5/22/2019 17:50,11/30/2021 9:27,171 Chin Swee Road #10-02/03 Ces Centre,,Singapore,,Singapore,,169877,,Singapore,,,8/13/2024 15:27,,Google,,,,,,Bloom and Grow Singapore Pte Ltd,,,,,,,,,,,FALSE,,,,,,,,
zcrm_3877682000000669106,zcrm_3877682000000325001,Liling Koa,,BloomB Children,,,,,,,Baby Industry,zcrm_3877682000000200011,Conan Ng,zcrm_3877682000000200011,Conan Ng,5/22/2019 17:50,3/24/2020 14:26,,,,,,,,,,,,6/24/2020 17:21,,Instagram,,,,,,BloomB Children,,,,,,,,,,,FALSE,,,,,,,,
